weakness,subjectPeriodStart,subjectPeriodEnd,historicalClass,supplier,documentType,activeTargetCount
"W08_GT1_1990S_MAP","1987","1990","Formula 3 — 1987-1990","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1950","1959","Formula 1 — early World Championship","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1993","1996","DTM / ITC — Class 1","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","General Tire Mechanics","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1960","1965","NASCAR stock car — 1950-1971","Avon","regulation","1"
"W08_GT1_1990S_MAP","1997","2001","Historic Racing Reference","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","2002","1974","Can-Am — original","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GT — 1982-1993","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1972","1976","Historic Racing Reference","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1950","1959","Sports racing / prototypes — 1950-1963","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1992","1996","CART / Indy-car","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1964","1965","Formula 2 — 1964-1966","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","2000","2001","DTM — silhouette era","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1982","1986","General Tire Mechanics","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1966","1971","NASCAR stock car — 1950-1971","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","2010","Historic Racing Reference","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Pirelli","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1972","1976","Sports racing / prototypes — 1972-1981","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1950","1959","Sports racing / prototypes — 1950-1963","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1994","1996","JGTC — 1994-1999 (GT1/GT2 terminology)","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1977","1981","Sports racing / prototypes — 1972-1981","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1960","1965","US GT / sports racing — pre-IMSA GT","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1997","2001","CART / Indy-car","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1982","1986","Group C","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1967","1971","Formula 2 — 1967-1971","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","2002","2010","DTM — silhouette era","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1987","1991","General Tire Mechanics","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1972","1976","NASCAR stock car — 1972-1991","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1950","1959","Historic Racing Reference","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1992","1996","Trans-Am — 1982-2001","Dunlop","technical/historical document","1"
"W08_GT1_1990S_MAP","1977","1981","Formula Ford — 1977-1981","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1963","1965","Group 2 / ETCC — 1963-1969","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1997","1999","JGTC — 1994-1999 (GT1/GT2 terminology)","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Historic Racing Reference","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1966","1970","US GT / sports racing — pre-IMSA GT","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","2002","2003","CART / Indy-car","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1972","1976","Formula 2 — 1972-1984","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1992","1996","Formula 1 — 1990s radial slick/grooved transition","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1977","1981","Sports racing / prototypes — 1972-1981","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","General Racing Tire","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1997","2001","Trans-Am — 1982-2001","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Formula Ford — 1982-1992","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1966","1969","Group 2 / ETCC — 1963-1969","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","2005","2010","SUPER GT — 2005-2010","Pirelli","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1987","1991","Historic Racing Reference","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1972","1976","IMSA GT — 1971-1981","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1950","1955","AAA Championship Car / Indianapolis","Avon","regulation","1"
"W08_GT1_1990S_MAP","1993","1996","Le Mans Prototype transition","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1977","1981","Formula 3 — 1974-1986","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","International rally — pre-WRC","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GTP","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1966","1971","General Racing Tire","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","2002","1972","Trans-Am — 1966-1972","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1987","1991","Formula Ford — 1982-1992","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1972","1975","Group 2 / ETCC — 1970-1975","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Japanese GT / touring — pre-JGTC","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1992","1974","Can-Am — original","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Michelin","technical/historical document","1"
"W08_GT1_1990S_MAP","1960","1965","Historic Racing Reference","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1997","2001","FIA GT — 1997-2009","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1982","1986","Formula 3 — 1974-1986","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1966","1971","International rally — pre-WRC","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","2002","2010","Formula 1 — grooved-to-slick-return era","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GTP","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1976","General Racing Tire","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1992","1996","Historic Racing Reference","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1960","1963","Sports racing / prototypes — 1950-1963","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1997","1974","Can-Am — original","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GT — 1982-1993","Avon","regulation","1"
"W08_GT1_1990S_MAP","2002","2009","FIA GT — 1997-2009","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1987","1990","Formula 3 — 1987-1990","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1972","1976","Rallycross — 1967-1981","Avon","regulation","1"
"W08_GT1_1990S_MAP","1950","1959","Formula 1 — early World Championship","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1993","1996","DTM / ITC — Class 1","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","General Tire Mechanics","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1960","1965","NASCAR stock car — 1950-1971","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1997","2001","Historic Racing Reference","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1982","1986","Group C","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1966","1971","Sports racing / prototypes — 1964-1971","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","1974","Can-Am — original","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GT — 1982-1993","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1972","1976","Historic Racing Reference","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1992","1996","CART / Indy-car","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1964","1965","Formula 2 — 1964-1966","Avon","regulation","1"
"W08_GT1_1990S_MAP","2000","2001","DTM — silhouette era","Michelin","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1982","1986","General Tire Mechanics","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1966","1971","NASCAR stock car — 1950-1971","Dunlop","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","2010","Historic Racing Reference","Avon","regulation","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1972","1976","Sports racing / prototypes — 1972-1981","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","1994","1996","JGTC — 1994-1999 (GT1/GT2 terminology)","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1977","1981","Sports racing / prototypes — 1972-1981","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1960","1965","US GT / sports racing — pre-IMSA GT","Dunlop","technical/historical document","1"
"W08_GT1_1990S_MAP","1997","2001","CART / Indy-car","Avon","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1982","1986","Group C","Michelin","technical/historical document","1"
"W08_GT1_1990S_MAP","1967","1971","Formula 2 — 1967-1971","Goodyear","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","2002","2010","DTM — silhouette era","Bridgestone/other","technical/historical document","1"
"W08_GT1_1990S_MAP","1987","1991","General Tire Mechanics","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1972","1976","NASCAR stock car — 1972-1991","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1950","1959","Historic Racing Reference","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1992","1996","Trans-Am — 1982-2001","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1977","1981","Formula Ford — 1977-1981","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1963","1965","Group 2 / ETCC — 1963-1969","Firestone","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1997","1999","JGTC — 1994-1999 (GT1/GT2 terminology)","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Historic Racing Reference","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1966","1970","US GT / sports racing — pre-IMSA GT","Michelin","regulation","1"
"W08_GT1_1990S_MAP","2002","2003","CART / Indy-car","Goodyear","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1987","1991","Group C","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1972","1976","Formula 2 — 1972-1984","Pirelli","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Firestone","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","Formula Ford — 1982-1992","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2005","2010","SUPER GT — 2005-2010","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1972","1976","IMSA GT — 1971-1981","Bridgestone/other","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1950","1955","AAA Championship Car / Indianapolis","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","1993","1996","Le Mans Prototype transition","Firestone","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1977","1981","Formula 3 — 1974-1986","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","International rally — pre-WRC","Avon","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GTP","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1966","1971","General Racing Tire","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","2002","1972","Trans-Am — 1966-1972","Pirelli","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1987","1991","Formula Ford — 1982-1992","Firestone","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1975","Group 2 / ETCC — 1970-1975","Dunlop","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Japanese GT / touring — pre-JGTC","Avon","technical/historical document","1"
"W08_GT1_1990S_MAP","1992","1974","Can-Am — original","Michelin","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1960","1965","Historic Racing Reference","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1997","2001","FIA GT — 1997-2009","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1982","1986","Formula 3 — 1974-1986","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1966","1971","International rally — pre-WRC","Goodyear","technical/historical document","1"
"W08_GT1_1990S_MAP","2002","2010","Formula 1 — grooved-to-slick-return era","Bridgestone/other","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1987","1991","IMSA GTP","Pirelli","technical/historical document","1"
"W08_GT1_1990S_MAP","1972","1976","General Racing Tire","Firestone","entry/result photo/documentation","1"
"W08_GT1_1990S_MAP","1950","1959","Touring / saloon racing — pre-1963","Dunlop","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1992","1996","Historic Racing Reference","Avon","regulation","1"
"W08_GT1_1990S_MAP","1977","1981","Group 4 Special GT — 1970-1981","Michelin","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1960","1963","Sports racing / prototypes — 1950-1963","Goodyear","regulation","1"
"W08_GT1_1990S_MAP","1997","1974","Can-Am — original","Bridgestone/other","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1982","1986","IMSA GT — 1982-1993","Pirelli","regulation","1"
"W08_GT1_1990S_MAP","2002","2009","FIA GT — 1997-2009","Dunlop","regulation","1"
"W08_GT1_1990S_MAP","1987","1990","Formula 3 — 1987-1990","Avon","official event retrospective/report","1"
"W08_GT1_1990S_MAP","1972","1976","Rallycross — 1967-1981","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1960","1965","NASCAR stock car — 1950-1971","Michelin","regulation","1"
"W08_GT1_1990S_MAP","1997","2001","Historic Racing Reference","Goodyear","period race report / technical feature","1"
"W08_GT1_1990S_MAP","1982","1986","Group C","Bridgestone/other","regulation","1"
"W08_GT1_1990S_MAP","1966","1971","Sports racing / prototypes — 1964-1971","Pirelli","period race report / technical feature","1"
"W08_GT1_1990S_MAP","2002","1974","Can-Am — original","Firestone","regulation","1"
